Milliseconds,Pressure,Temperature,NH3,CO,NO2
1241206,101805.00,33.60,100,61,61
1241529,101803.00,33.60,100,61,61
1241852,101804.00,33.60,100,61,61
1242176,101808.00,33.60,100,61,61
1242500,101801.00,33.60,100,61,61
1242823,101805.00,33.60,100,61,61
1243147,101804.00,33.60,100,61,61
1243469,101807.00,33.60,100,61,61
1243793,101805.00,33.60,100,61,61
1244116,101806.00,33.60,100,61,61
1244442,101802.00,33.60,100,61,61
1244766,101801.00,33.60,100,61,61
1245089,101803.00,33.60,100,61,61
1245413,101804.00,33.60,100,61,61
1245736,101800.00,33.60,100,61,61
1246059,101806.00,33.60,100,61,61
1246383,101805.00,33.60,100,61,61
1246706,101807.00,33.60,100,61,61
1247030,101805.00,33.60,100,61,61
1247353,101805.00,33.60,100,61,61
1247676,101806.00,33.60,100,61,61
1248000,101805.00,33.60,100,61,61
1248323,101802.00,33.60,100,61,61
1248647,101807.00,33.60,100,61,61
1248972,101805.00,33.60,100,61,61
1249296,101804.00,33.60,100,61,61
1249619,101804.00,33.60,100,61,61
1249948,101804.00,33.60,100,61,61
1250272,101800.00,33.60,100,61,61
1250594,101802.00,33.60,100,61,61
1250918,101801.00,33.60,100,61,61
1251241,101801.00,33.60,100,61,61
1251565,101799.00,33.60,100,61,61
1251888,101811.00,33.60,100,61,61
1252211,101804.00,33.60,100,61,61
1252535,101804.00,33.60,100,61,61
1252857,101803.00,33.60,100,61,61
1253181,101809.00,33.60,100,61,61
1253505,101800.00,33.60,100,61,61
1253830,101805.00,33.60,100,61,61
1254154,101804.00,33.60,100,61,61
1254476,101807.00,33.60,100,61,61
1254800,101802.00,33.60,100,61,61
1255123,101806.00,33.60,100,61,61
1255446,101800.00,33.60,100,61,61
1255770,101807.00,33.60,100,61,61
1256093,101805.00,33.60,100,61,61
1256417,101801.00,33.60,100,61,61
1256739,101804.00,33.60,100,61,61
1257063,101804.00,33.60,100,61,61
1257387,101806.00,33.60,100,61,61
1257709,101801.00,33.60,100,61,61
1258033,101801.00,33.60,100,61,61
1258358,101810.00,33.60,100,61,61
1258682,101802.00,33.60,100,61,61
1259005,101806.00,33.60,100,61,61
1259329,101805.00,33.60,100,61,61
1259658,101804.00,33.60,100,61,61
1259982,101804.00,33.60,100,61,61
1260306,101803.00,33.60,100,61,61
1260630,101803.00,33.60,100,61,61
1260952,101802.00,33.60,100,61,61
1261276,101803.00,33.60,100,61,61
1261599,101803.00,33.60,100,61,61
1261923,101803.00,33.60,100,61,61
1262246,101800.00,33.60,100,61,61
1262570,101804.00,33.60,100,61,61
1262894,101804.00,33.60,100,61,61
1263220,101805.00,33.60,100,61,61
1263543,101800.00,33.60,100,61,61
1263866,101800.00,33.60,100,61,61
1264190,101800.00,33.60,100,61,61
1264514,101803.00,33.60,100,61,61
1264837,101799.00,33.60,100,61,61
1265161,101804.00,33.60,100,61,61
1265484,101806.00,33.60,100,61,61
1265808,101807.00,33.60,100,61,61
1266131,101809.00,33.60,100,61,61
1266455,101803.00,33.60,100,61,61
1266779,101803.00,33.60,100,61,61
1267101,101807.00,33.60,100,61,61
1267425,101803.00,33.60,100,61,61
1267748,101801.00,33.60,99,61,61
1268075,101800.00,33.60,100,61,61
1268399,101800.00,33.60,100,61,61
1268722,101801.00,33.60,100,61,61
1269046,101800.00,33.60,100,61,61
1269374,101804.00,33.60,100,61,61
1269699,101799.00,33.60,100,61,61
1270023,101797.00,33.60,100,61,61
1270346,101801.00,33.60,100,61,61
1270670,101801.00,33.60,99,61,61
1270993,101798.00,33.60,100,61,61
1271317,101804.00,33.60,100,61,61
1271641,101801.00,33.60,99,61,61
1271964,101801.00,33.60,100,61,61
1272288,101808.00,33.60,100,61,61
1272614,101802.00,33.60,99,61,61
1272938,101802.00,33.60,99,61,61
1273261,101806.00,33.60,100,61,61
1273584,101802.00,33.60,100,61,61
1273908,101797.00,33.60,100,61,61
1274231,101803.00,33.60,100,61,61
1274555,101804.00,33.60,100,61,61
1274878,101804.00,33.60,100,61,61
1275202,101798.00,33.60,100,61,61
1275526,101800.00,33.60,100,61,61
1275849,101802.00,33.60,99,61,61
1276173,101808.00,33.60,99,61,61
1276496,101808.00,33.60,99,61,61
1276820,101806.00,33.60,99,61,61
1277144,101805.00,33.60,100,61,61
1277470,101804.00,33.60,100,61,61
1277794,101803.00,33.60,99,61,61
1278116,101803.00,33.60,99,61,61
1278440,101802.00,33.60,100,61,61
1278764,101803.00,33.60,99,61,61
1279093,101802.00,33.60,100,61,61
1279418,101803.00,33.60,100,61,61
1279741,101801.00,33.60,99,61,61
1280065,101805.00,33.60,100,61,61
1280389,101806.00,33.60,99,61,61
1280712,101804.00,33.60,99,61,61
1281036,101803.00,33.60,99,61,61
1281359,101804.00,33.60,99,61,61
1281682,101803.00,33.60,99,61,61
1282006,101803.00,33.60,99,61,61
1282332,101801.00,33.60,99,61,61
1282656,101806.00,33.60,99,61,61
1282979,101804.00,33.60,99,61,61
1283303,101801.00,33.60,99,61,61
1283627,101805.00,33.60,99,61,61
1283950,101801.00,33.60,99,61,61
1284274,101801.00,33.60,99,61,61
1284597,101800.00,33.60,99,61,61
1284921,101802.00,33.60,99,61,61
1285244,101802.00,33.60,99,61,61
1285568,101803.00,33.60,99,61,61
1285891,101798.00,33.60,99,61,61
1286214,101801.00,33.60,99,61,61
1286538,101802.00,33.60,99,61,61
1286861,101803.00,33.60,99,61,61
1287188,101800.00,33.60,100,61,61
1287512,101802.00,33.60,99,61,61
1287834,101800.00,33.60,99,61,61
1288158,101801.00,33.60,99,61,61
1288481,101802.00,33.60,99,61,61
1288810,101803.00,33.60,99,61,61
1289135,101798.00,33.60,99,61,61
1289458,101800.00,33.60,99,61,61
1289782,101800.00,33.60,99,61,61
1290104,101803.00,33.60,99,61,61
1290428,101798.00,33.60,99,61,61
1290752,101798.00,33.60,99,61,61
1291075,101798.00,33.60,99,61,61
1291399,101796.00,33.60,99,61,61
1291721,101803.00,33.60,99,61,61
1292048,101797.00,33.60,99,61,61
1292371,101799.00,33.60,99,61,61
1292694,101802.00,33.60,99,61,61
1293018,101801.00,33.60,99,61,61
1293341,101802.00,33.60,99,61,61
1293665,101799.00,33.60,99,61,61
1293987,101801.00,33.60,99,61,61
1294311,101795.00,33.60,99,61,61
1294635,101795.00,33.60,99,61,61
1294957,101800.00,33.60,99,61,61
1295281,101797.00,33.60,99,61,61
1295604,101802.00,33.60,99,61,61
1295979,101800.00,33.60,99,61,61
1296303,101804.00,33.60,99,61,61
1296625,101799.00,33.60,99,61,61
1296952,101802.00,33.60,99,61,61
1297275,101800.00,33.60,99,61,61
1297598,101803.00,33.60,99,61,61
1297922,101801.00,33.60,99,61,61
1298245,101798.00,33.60,99,61,61
1298569,101799.00,33.60,99,61,61
1298891,101799.00,33.60,99,61,61
1299215,101803.00,33.60,99,61,61
1299538,101804.00,33.60,99,61,61
1299862,101800.00,33.60,99,61,61
1300185,101801.00,33.60,99,61,61
1300508,101801.00,33.60,99,61,61
1300832,101802.00,33.60,99,61,61
1301155,101803.00,33.60,99,61,61
1301479,101803.00,33.60,99,61,61
1301805,101804.00,33.60,99,61,61
1302128,101807.00,33.60,99,61,61
1302452,101004.00,33.70,99,61,61
1302774,99704.00,33.70,99,61,61
1303098,99138.00,33.70,99,61,61
1303421,100407.00,33.70,99,61,61
1303745,100849.00,33.70,99,61,61
1304069,100885.00,33.70,99,61,61
1304391,100791.00,33.70,99,61,61
1304715,100624.00,33.70,99,61,61
1305038,100471.00,33.70,99,61,61
1305362,100330.00,33.70,99,61,61
1305692,100203.00,33.70,99,61,61
1306015,100083.00,33.70,99,61,61
1306338,99968.00,33.70,99,61,61
1306664,99861.00,33.70,99,61,61
1306988,99767.00,33.70,98,61,60
1307311,99701.00,33.70,98,61,61
1307634,99643.00,33.70,98,60,60
1307958,99591.00,33.70,98,60,61
1308281,99553.00,33.70,98,60,60
1308604,99528.00,33.70,98,60,60
1308928,99518.00,33.70,98,60,60
1309251,99521.00,33.70,98,60,60
1309575,99530.00,33.70,98,60,60
1309897,99554.00,33.70,98,60,60
1310221,99590.00,33.70,98,60,60
1310544,99634.00,33.70,98,60,60
1310868,99682.00,33.70,98,60,60
1311191,99757.00,33.70,98,60,60
1311514,102055.00,33.70,98,60,60
1311841,100017.00,33.50,98,60,60
1312163,100004.00,33.40,98,60,60
1312487,100025.00,33.50,98,61,61
1312811,100042.00,33.50,98,61,61
1313134,100063.00,33.50,97,61,60
1313457,100064.00,33.50,97,61,61
1313780,100089.00,33.50,97,61,61
1314104,100101.00,33.50,96,61,61
1314427,100112.00,33.50,96,61,61
1314750,100128.00,33.50,96,61,61
1315074,100139.00,33.50,96,61,61
1315403,100153.00,33.50,96,61,61
1315727,100165.00,33.50,95,61,61
1316050,100180.00,33.50,96,61,61
1316373,100189.00,33.50,95,61,61
1316700,100204.00,33.50,95,61,61
1317023,100214.00,33.60,95,61,61
1317347,100229.00,33.60,95,61,61
1317669,100244.00,33.60,95,61,61
1317993,100256.00,33.60,96,61,61
1318317,100266.00,33.60,96,61,61
1318640,100280.00,33.60,96,61,61
1318963,100296.00,33.60,96,61,61
1319286,100312.00,33.60,96,61,61
1319610,100322.00,33.60,96,61,61
1319933,100335.00,33.60,97,62,62
1320256,100342.00,33.60,97,62,62
1320580,100360.00,33.60,97,62,62
1320903,100373.00,33.60,97,62,62
1321227,100392.00,33.60,98,62,62
1321552,100407.00,33.60,98,62,62
1321876,100416.00,33.60,98,62,62
1322200,100426.00,33.60,98,62,62
1322523,100451.00,33.60,98,62,62
1322846,100453.00,33.60,98,62,62
1323169,100472.00,33.60,98,62,62
1323493,100485.00,33.60,99,62,62
1323816,100496.00,33.60,99,62,62
1324140,100512.00,33.60,99,62,62
1324463,100525.00,33.70,99,62,62
1324786,100540.00,33.70,99,62,62
1325116,100570.00,33.70,100,62,63
1325440,100580.00,33.70,100,63,63
1325763,100589.00,33.70,100,63,63
1326087,100607.00,33.70,100,63,63
1326412,100612.00,33.70,101,63,63
1326736,100637.00,33.70,101,63,63
1327059,100655.00,33.70,101,63,63
1327382,100665.00,33.70,102,63,63
1327706,100683.00,33.70,102,63,63
1328029,100696.00,33.70,102,63,63
1328352,100719.00,33.80,103,63,63
1328675,100735.00,33.80,103,63,63
1328999,100745.00,33.80,103,63,63
1329321,100754.00,33.80,103,63,63
1329645,100777.00,33.80,104,63,63
1329969,100795.00,33.80,104,64,64
1330291,100804.00,33.80,104,64,64
1330615,100824.00,33.80,104,64,64
1330938,100836.00,33.80,104,64,64
1331264,100855.00,33.90,105,64,64
1331588,100870.00,33.90,105,64,64
1331911,100888.00,33.90,105,64,64
1332234,100903.00,33.90,105,64,64
1332557,100915.00,33.90,106,64,64
1332881,100924.00,33.90,106,64,64
1333203,100931.00,33.90,106,64,64
1333527,100935.00,33.80,106,64,64
1333851,100944.00,33.80,107,64,64
1334173,100960.00,33.80,107,64,64
1334497,100971.00,33.80,107,64,64
1334825,100995.00,33.90,107,64,64
1335150,101003.00,33.90,107,64,65
1335474,101021.00,33.90,108,65,65
1335799,101033.00,33.90,108,65,65
1336123,101042.00,33.90,108,65,65
1336446,101065.00,33.90,108,65,65
1336770,101082.00,33.90,108,65,65
1337093,101096.00,33.90,108,65,65
1337416,101111.00,33.90,109,65,65
1337740,101111.00,33.90,109,65,65
1338063,101116.00,33.90,109,65,65
1338387,101141.00,33.90,109,65,65
1338710,101152.00,33.90,109,65,65
1339033,101148.00,33.90,110,65,65
1339357,101166.00,33.90,110,65,65
1339680,101176.00,33.90,110,65,65
1340004,101187.00,33.90,110,65,65
1340326,101196.00,33.90,111,65,65
1340653,101212.00,33.90,111,65,65
1340977,101222.00,33.90,111,66,65
1341299,101237.00,34.00,111,66,65
1341623,101261.00,34.00,111,66,66
1341946,101277.00,34.00,111,66,66
1342270,101280.00,34.00,111,66,66
1342594,101292.00,34.00,111,66,66
1342917,101296.00,34.00,112,66,66
1343240,101306.00,34.00,112,66,66
1343563,101316.00,34.00,112,66,66
1343887,101343.00,34.10,112,66,66
1344210,101346.00,34.00,113,66,66
1344539,101348.00,34.00,113,66,66
1344864,101370.00,34.10,113,66,66
1345187,101381.00,34.10,113,66,66
1345513,101394.00,34.10,113,66,66
1345837,101399.00,34.10,114,66,66
1346160,101417.00,34.10,114,66,66
1346484,101424.00,34.10,114,66,66
1346807,101426.00,34.10,114,66,67
1347130,101448.00,34.10,114,67,67
1347453,101456.00,34.10,114,67,67
1347777,101457.00,34.10,115,67,67
1348101,101465.00,34.10,115,67,67
1348423,101484.00,34.10,115,67,67
1348747,101501.00,34.10,115,67,67
1349070,101509.00,34.10,115,67,67
1349394,101524.00,34.10,115,67,67
1349718,101534.00,34.10,115,67,67
1350043,101549.00,34.10,115,67,67
1350367,101571.00,34.10,115,67,67
1350690,101578.00,34.10,116,67,67
1351014,101589.00,34.10,116,67,67
1351336,101606.00,34.10,116,67,67
1351660,101627.00,34.10,116,67,67
1351984,101632.00,34.10,116,67,67
1352307,101655.00,34.20,116,67,67
1352631,101657.00,34.20,117,68,67
1352954,101670.00,34.20,117,68,67
1353277,101682.00,34.20,117,68,68
1353601,101694.00,34.20,117,68,68
1353924,101714.00,34.20,117,68,68
1354253,101725.00,34.20,117,68,68
1354578,101757.00,34.20,117,68,68
1354904,101773.00,34.30,118,68,68
1355228,101786.00,34.30,118,68,68
1355551,101791.00,34.40,118,68,68
1355875,101771.00,34.30,119,68,68
1356197,101769.00,34.30,119,68,68
1356521,101766.00,34.30,119,68,68
1356845,101770.00,34.30,119,68,68
1357168,101772.00,34.30,119,68,68
1357492,101770.00,34.30,118,68,68
1357815,101773.00,34.30,118,68,68
1358139,101778.00,34.30,118,68,68
1358461,101784.00,34.30,118,68,68
1358785,101798.00,34.40,118,68,68
1359109,101803.00,34.40,118,68,68
1359435,101800.00,34.40,117,68,68
1359759,101793.00,34.40,117,68,68
1360081,101775.00,34.40,118,68,68
1360405,101769.00,34.40,118,68,68
1360729,101775.00,34.40,118,68,68
1361052,101773.00,34.40,117,68,68
1361376,101772.00,34.40,117,67,68
1361699,101770.00,34.40,117,67,67
1362023,101771.00,34.30,117,67,67
1362347,101763.00,34.30,116,67,67
1362670,101759.00,34.30,116,67,67
1362994,101757.00,34.30,116,67,67
1363316,101772.00,34.30,116,67,67
1363640,101775.00,34.30,116,67,67
1363970,101778.00,34.30,116,67,67
1364297,101776.00,34.30,115,67,67
1364620,101775.00,34.30,115,67,67
1364943,101765.00,34.30,115,67,67
1365267,101760.00,34.30,115,67,67
1365591,101757.00,34.30,114,67,67
1365913,101761.00,34.30,114,67,67
1366237,101759.00,34.30,114,67,67
1366560,101755.00,34.20,114,67,67
1366884,101757.00,34.20,114,67,67
1367207,101758.00,34.20,114,67,67
1367530,101759.00,34.20,113,66,67
1367854,101759.00,34.20,113,67,67
1368177,101754.00,34.20,113,66,66
1368501,101758.00,34.20,113,66,66
1368824,101757.00,34.20,113,66,66
1369150,101760.00,34.20,113,66,66
1369474,101757.00,34.20,112,66,66
1369797,101763.00,34.30,112,66,66
1370121,101766.00,34.30,112,66,66
1370443,101771.00,34.30,112,66,66
1370767,101786.00,34.40,112,66,66
1371090,101790.00,34.40,112,66,66
1371414,101784.00,34.30,112,66,66
1371737,101774.00,34.30,112,66,66
1372060,101775.00,34.30,112,66,66
1372384,101776.00,34.30,112,66,66
1372707,101778.00,34.30,112,66,66
1373031,101779.00,34.30,112,66,66
1373353,101775.00,34.30,112,66,66
1373685,101781.00,34.30,112,66,66
1374010,101779.00,34.30,111,66,66
1374333,101782.00,34.30,111,66,66
1374657,101784.00,34.30,111,66,66
1374981,101782.00,34.30,111,66,66
1375304,101777.00,34.30,111,66,66
1375628,101771.00,34.30,111,66,66
1375951,101773.00,34.30,111,66,66
1376275,101772.00,34.30,111,66,66
1376599,101770.00,34.30,112,66,66
1376922,101771.00,34.30,113,66,66
1377246,101768.00,34.20,113,66,66
1377569,101774.00,34.30,114,66,66
1377893,101778.00,34.30,114,66,66
1378216,101772.00,34.30,114,66,66
1378542,101773.00,34.30,114,66,66
1378866,101772.00,34.20,114,66,66
1379189,101776.00,34.30,114,66,66
1379513,101764.00,34.20,113,66,66
1379836,101759.00,34.20,113,66,66
1380160,101762.00,34.20,113,66,66
1380484,101756.00,34.20,113,66,66
1380807,101750.00,34.20,113,66,66
1381131,101759.00,34.20,113,66,66
1381454,101764.00,34.20,113,66,66
1381778,101760.00,34.20,112,66,66
1382102,101755.00,34.20,112,66,66
1382425,101757.00,34.20,112,66,66
1382749,101753.00,34.20,112,66,66
1383072,101752.00,34.20,112,66,66
1383404,101758.00,34.20,112,66,66
1383729,101756.00,34.20,112,66,66
1384052,101771.00,34.20,112,66,66
1384376,101771.00,34.20,112,66,66
1384699,101779.00,34.30,112,66,66
1385023,101782.00,34.30,112,66,66
1385347,101778.00,34.20,112,66,66
1385670,101765.00,34.20,112,66,66
1385994,101766.00,34.20,112,66,66
1386317,101777.00,34.20,112,66,66
1386640,101779.00,34.20,112,66,66
1386963,101781.00,34.20,112,66,66
1387287,101776.00,34.20,112,66,66
1387611,101779.00,34.20,112,66,66
1387937,101772.00,34.20,112,66,66
1388261,101772.00,34.20,111,66,66
1388584,101781.00,34.20,111,66,66
1388908,101774.00,34.20,111,66,66
1389232,101773.00,34.20,111,66,66
1389555,101748.00,34.10,111,66,66
1389879,101751.00,34.10,112,66,66
1390202,101752.00,34.10,112,66,66
1390526,101751.00,34.10,111,66,66
1390850,101748.00,34.10,111,66,66
1391173,101745.00,34.10,111,66,66
1391496,101749.00,34.10,111,66,66
1391819,101755.00,34.20,111,66,66
1392143,101750.00,34.10,111,66,66
1392466,101760.00,34.20,111,66,66
1392793,101771.00,34.20,111,66,66
1393122,101763.00,34.20,111,66,66
1393447,101759.00,34.10,111,66,66
1393771,101760.00,34.10,111,66,66
1394095,101756.00,34.10,111,66,66
1394417,101763.00,34.10,111,66,66
1394741,101760.00,34.10,111,66,66
1395064,101756.00,34.10,111,66,66
1395388,101762.00,34.10,111,66,66
1395712,101752.00,34.10,111,66,66
1396035,101766.00,34.10,111,66,66
1396359,101764.00,34.10,111,66,66
1396682,101769.00,34.20,111,66,66
1397006,101771.00,34.20,111,66,66
1397331,101774.00,34.20,110,66,66
1397655,101780.00,34.20,110,66,66
1397979,101779.00,34.20,110,66,66
1398302,101776.00,34.20,110,66,66
1398625,101778.00,34.20,110,66,66
1398948,101777.00,34.20,110,66,66
1399272,101780.00,34.20,110,66,66
1399596,101776.00,34.20,110,66,66
1399919,101776.00,34.20,110,66,66
1400242,101776.00,34.20,110,66,66
1400565,101776.00,34.20,110,66,66
1400889,101777.00,34.20,110,66,66
1401212,101778.00,34.20,110,66,66
1401536,101767.00,34.10,110,66,66
1401859,101758.00,34.10,110,66,66
1402185,101756.00,34.10,110,66,66
1402508,101753.00,34.10,109,66,66
1402836,101748.00,34.10,109,66,66
1403161,101745.00,34.10,109,66,66
1403485,101753.00,34.10,109,66,66
1403808,101749.00,34.10,109,65,65
1404131,101753.00,34.10,109,65,66
1404454,101754.00,34.10,109,65,65
1404778,101750.00,34.10,109,65,66
1405101,101745.00,34.10,109,65,65
1405424,101756.00,34.10,109,66,65
1405748,101761.00,34.10,110,65,65
1406070,101765.00,34.10,110,65,65
1406394,101766.00,34.10,110,65,65
1406716,101767.00,34.10,110,65,66
1407043,101769.00,34.20,110,65,65
1407367,101782.00,34.20,110,65,65
1407689,101784.00,34.20,110,65,65
1408013,101786.00,34.20,110,65,65
1408336,101780.00,34.20,110,65,65
1408659,101777.00,34.20,110,65,65
1408983,101773.00,34.10,110,66,65
1409306,101767.00,34.10,110,66,65
1409629,101767.00,34.10,109,65,65
1409952,101767.00,34.10,109,65,65
1410276,101768.00,34.10,110,65,65
1410598,101767.00,34.10,109,65,65
1410922,101767.00,34.10,109,65,65
1411246,101769.00,34.10,110,65,65
1411571,101771.00,34.10,109,65,65
1411895,101772.00,34.20,109,65,65
1412218,101771.00,34.20,110,65,65
1412541,101770.00,34.10,109,65,65
1412872,101771.00,34.10,110,65,65
1413195,101765.00,34.10,110,65,65
1413518,101756.00,34.10,110,65,65
1413841,101755.00,34.10,110,65,65
1414165,101760.00,34.10,110,65,65
1414489,101754.00,34.10,111,65,66
1414812,101756.00,34.10,111,65,66
1415135,101754.00,34.10,111,66,65
1415458,101759.00,34.10,110,65,65
1415782,101750.00,34.10,110,66,65
1416105,101748.00,34.10,110,65,66
1416431,101753.00,34.10,110,65,66
1416755,101756.00,34.10,110,65,65
1417078,101752.00,34.10,110,65,66
1417402,101757.00,34.10,110,66,66
1417725,101752.00,34.10,110,66,65
1418048,101755.00,34.10,110,66,65
1418372,101768.00,34.20,110,65,66
1418695,101774.00,34.20,110,66,65
1419019,101769.00,34.20,110,66,66
1419342,101770.00,34.20,110,66,65
1419665,101754.00,34.10,110,66,65
1419988,101750.00,34.10,110,65,66
1420312,101753.00,34.10,110,66,66
1420636,101769.00,34.20,110,66,66
1420958,101767.00,34.20,110,65,66
1421285,101764.00,34.20,110,66,66
1421608,101768.00,34.20,110,66,66
1421932,101772.00,34.20,110,66,66
1422255,101772.00,34.20,110,66,66
1422585,101771.00,34.20,110,66,66
1422908,101772.00,34.20,110,66,66
1423232,101769.00,34.20,110,66,66
1423555,101772.00,34.20,110,66,66
1423879,101767.00,34.20,110,66,66
1424202,101769.00,34.20,110,66,66
1424525,101766.00,34.20,110,66,66
1424848,101760.00,34.10,110,66,66
1425172,101761.00,34.20,110,66,66
1425496,101767.00,34.20,110,66,66
1425821,101771.00,34.20,110,66,66
1426145,101768.00,34.20,110,66,66
1426468,101762.00,34.20,111,66,66
1426792,101767.00,34.20,111,66,66
1427115,101770.00,34.20,111,66,66
1427438,101764.00,34.20,111,66,66
1427762,101759.00,34.20,111,66,66
1428085,101760.00,34.20,111,66,66
1428408,101762.00,34.20,111,66,66
1428731,101765.00,34.20,111,66,66
1429055,101764.00,34.20,111,66,66
1429379,101758.00,34.20,111,66,66
1429702,101757.00,34.20,111,66,66
1430025,101761.00,34.20,111,66,66
1430348,101763.00,34.20,111,66,66
1430675,101763.00,34.20,111,66,66
1430998,101754.00,34.10,111,66,66
1431321,101735.00,34.10,111,66,66
1431645,101737.00,34.10,111,66,66
1431968,101755.00,34.20,111,66,66
1432298,101734.00,34.10,111,66,66
1432622,101753.00,34.20,111,66,66
1432945,101744.00,34.10,111,66,66
1433268,101736.00,34.10,111,66,66
1433591,101734.00,34.10,111,66,66
1433915,101740.00,34.10,111,66,66
1434238,101739.00,34.10,111,66,66
1434562,101740.00,34.10,111,66,66
1434885,101744.00,34.10,111,66,66
1435211,101746.00,34.10,111,66,66
1435535,101745.00,34.20,111,66,66
1435857,101754.00,34.20,111,66,66
1436181,101763.00,34.20,111,66,66
1436505,101768.00,34.20,111,66,66
1436828,101772.00,34.30,111,66,66
1437152,101751.00,34.20,111,66,66
1437474,101754.00,34.20,111,66,66
1437798,101752.00,34.20,111,66,66
1438121,101744.00,34.20,111,66,66
1438445,101749.00,34.20,111,66,66
1438769,101753.00,34.20,111,66,66
1439091,101769.00,34.30,111,66,66
1439415,101762.00,34.20,111,66,66
1439738,101763.00,34.20,111,66,66
1440064,101764.00,34.20,111,66,66
1440388,101754.00,34.20,111,66,66
1440711,101746.00,34.20,111,66,66
1441034,101744.00,34.20,111,66,66
1441357,101739.00,34.20,111,66,66
1441681,101741.00,34.20,111,66,66
1442011,101746.00,34.20,111,66,66
1442334,101755.00,34.20,111,66,66
1442657,101745.00,34.20,111,66,66
1442980,101745.00,34.20,111,66,66
1443304,101745.00,34.20,111,66,66
1443627,101743.00,34.20,112,66,66
1443950,101744.00,34.20,112,66,66
1444274,101738.00,34.20,112,66,66
1444596,101741.00,34.20,112,66,66
1444923,101740.00,34.20,112,66,66
1445245,101739.00,34.20,112,66,66
1445569,101739.00,34.20,112,66,66
1445893,101746.00,34.20,112,66,66
1446215,101740.00,34.20,112,66,66
1446539,101737.00,34.20,112,66,66
1446862,101741.00,34.20,112,66,66
1447185,101749.00,34.20,112,66,66
1447508,101738.00,34.20,112,66,66
1447832,101744.00,34.20,112,66,66
1448155,101742.00,34.20,112,66,66
1448478,101757.00,34.20,112,66,66
1448802,101755.00,34.30,112,66,66
1449124,101760.00,34.30,112,66,66
1449451,101764.00,34.30,112,66,66
1449775,101766.00,34.30,112,66,66
1450097,101757.00,34.20,112,66,66
1450421,101756.00,34.20,112,66,66
1450744,101757.00,34.20,112,66,66
1451068,101764.00,34.30,112,66,66
1451392,101760.00,34.30,112,66,66
1451720,101757.00,34.20,112,66,66
1452045,101759.00,34.20,112,66,66
1452368,101757.00,34.20,112,66,66
1452691,101757.00,34.20,112,66,66
1453015,101749.00,34.20,112,66,66
1453338,101744.00,34.20,113,66,66
1453662,101741.00,34.20,113,66,66
1453985,101742.00,34.20,113,66,66
1454311,101741.00,34.20,113,66,66
1454635,101742.00,34.20,113,66,66
1454958,101740.00,34.20,113,66,66
1455282,101758.00,34.20,113,66,66
1455604,101743.00,34.20,113,66,66
1455928,101738.00,34.20,113,66,66
1456251,101741.00,34.20,113,66,66
1456575,101752.00,34.20,113,66,66
1456899,101762.00,34.30,114,66,66
1457221,101762.00,34.30,114,66,66
1457545,101762.00,34.30,115,66,66
1457868,101744.00,34.20,115,66,66
1458192,101737.00,34.20,116,67,66
1458515,101749.00,34.20,116,67,66
1458838,101735.00,34.20,116,66,67
1459165,101744.00,34.20,116,67,67
1459488,101750.00,34.30,116,67,67
1459811,101751.00,34.30,116,67,67
1460134,101757.00,34.30,116,67,67
1460458,101753.00,34.30,116,67,67
1460782,101761.00,34.30,116,67,67
1461104,101764.00,34.30,116,67,67
1461434,101766.00,34.30,115,67,67
1461757,101750.00,34.30,115,67,67
1462081,101743.00,34.20,115,67,67
1462405,101748.00,34.30,115,67,67
1462728,101746.00,34.20,115,67,67
1463051,101749.00,34.30,115,67,67
1463374,101753.00,34.30,115,67,67
1463701,101756.00,34.30,115,67,67
1464024,101762.00,34.30,115,67,67
1464347,101763.00,34.30,115,67,67
1464671,101765.00,34.30,115,67,67
1464994,101762.00,34.30,115,67,67
1465318,101758.00,34.30,115,67,67
1465640,101759.00,34.30,115,67,67
1465964,101762.00,34.30,115,67,67
1466288,101755.00,34.30,115,67,67
1466611,101753.00,34.30,115,67,67
1466935,101755.00,34.30,115,67,67
1467257,101753.00,34.30,115,67,67
1467581,101750.00,34.30,115,67,67
1467905,101753.00,34.30,115,67,67
1468228,101756.00,34.30,115,67,67
1468554,101759.00,34.30,115,67,67
1468877,101764.00,34.40,115,67,67
1469201,101760.00,34.30,115,67,67
1469524,101747.00,34.30,115,67,67
1469847,101734.00,34.30,115,67,67
1470171,101749.00,34.30,115,67,67
1470494,101743.00,34.30,115,67,67
1470818,101758.00,34.30,114,67,67
1471147,101751.00,34.30,114,67,67
1471471,101749.00,34.30,114,67,67
1471795,101756.00,34.30,114,67,67
1472118,101756.00,34.40,114,67,67
1472442,101760.00,34.40,114,67,67
1472764,101753.00,34.30,114,67,67
1473088,101757.00,34.30,114,67,67
1473410,101752.00,34.30,114,67,67
1473733,101757.00,34.40,114,67,67
1474057,101753.00,34.40,114,67,67
1474379,101769.00,34.40,114,67,67
1474703,101775.00,34.40,114,67,67
1475026,101768.00,34.40,114,67,67
1475350,101768.00,34.40,114,67,67
1475674,101767.00,34.40,114,67,67
1475996,101770.00,34.40,114,67,67
1476320,101761.00,34.40,114,67,67
1476643,101762.00,34.40,114,67,67
1476967,101766.00,34.40,114,67,67
1477289,101765.00,34.40,114,67,67
1477613,101745.00,34.30,114,67,67
1477940,101745.00,34.30,114,67,67
1478262,101734.00,34.30,114,67,67
1478586,101732.00,34.30,114,67,67
1478909,101729.00,34.30,114,67,67
